Ano;Mês;Código.IBGE.Município;Município;Densidade
2023;6;4106100;Conselheiro Mairinck;95,81045940
2020;7;4106100;Conselheiro Mairinck;58,07533540
2021;11;4106100;Conselheiro Mairinck;66,46106399
2021;1;4106100;Conselheiro Mairinck;70,12383901
2022;6;4106100;Conselheiro Mairinck;83,83448985
2019;2;4106100;Conselheiro Mairinck;67,52537080
2021;9;4106100;Conselheiro Mairinck;78,51452069
2019;6;4106100;Conselheiro Mairinck;66,64064533
2024;9;4106100;Conselheiro Mairinck;130,32128510
2021;3;4106100;Conselheiro Mairinck;83,69453044
2022;5;4106100;Conselheiro Mairinck;81,31585711
2020;11;4106100;Conselheiro Mairinck;58,12693498
2022;11;4106100;Conselheiro Mairinck;93,06558798
2022;4;4106100;Conselheiro Mairinck;80,08224107
2023;11;4106100;Conselheiro Mairinck;99,79774632
2021;6;4106100;Conselheiro Mairinck;77,99277606
2024;2;4106100;Conselheiro Mairinck;104,73851490
2022;9;4106100;Conselheiro Mairinck;91,41866513
2019;4;4106407;Cornélio Procópio;94,49077267
2020;1;4106407;Cornélio Procópio;90,18497231
2019;11;4106407;Cornélio Procópio;91,91556066
2023;9;4106407;Cornélio Procópio;109,29301420
2022;12;4106407;Cornélio Procópio;106,71813480
2024;11;4106407;Cornélio Procópio;108,91773950
2019;2;4106407;Cornélio Procópio;95,03835141
2023;5;4106407;Cornélio Procópio;109,96770340
2020;5;4106407;Cornélio Procópio;84,90542376
2020;11;4106407;Cornélio Procópio;83,85519000
2024;6;4106407;Cornélio Procópio;111,60907840
2024;4;4106407;Cornélio Procópio;110,90120780
2019;6;4106407;Cornélio Procópio;94,53466257
2023;2;4106407;Cornélio Procópio;104,51931160
2021;7;4106407;Cornélio Procópio;94,40426421
2024;10;4106407;Cornélio Procópio;109,04647610
2021;11;4106407;Cornélio Procópio;91,50501672
2024;1;4106407;Cornélio Procópio;108,16926960
2022;2;4106407;Cornélio Procópio;97,70693980
2020;6;4106407;Cornélio Procópio;84,21360644
2023;8;4106407;Cornélio Procópio;108,97004820
2020;8;4106407;Cornélio Procópio;83,10062288
2024;3;4106407;Cornélio Procópio;107,93257530
2019;7;4106407;Cornélio Procópio;94,39021841
2021;6;4106407;Cornélio Procópio;94,46302412
2023;4;4106407;Cornélio Procópio;108,94129100
2023;3;4106407;Cornélio Procópio;105,92620450
2021;1;4106407;Cornélio Procópio;91,35487647
2024;9;4106407;Cornélio Procópio;108,02312900
2021;2;4106407;Cornélio Procópio;94,49855775
2021;3;4106407;Cornélio Procópio;94,97512646
2021;8;4106407;Cornélio Procópio;94,60284281
2022;9;4106407;Cornélio Procópio;107,10082730
2022;4;4106407;Cornélio Procópio;98,88795987
2024;7;4106407;Cornélio Procópio;108,85228020
2023;6;4106407;Cornélio Procópio;110,03849050
2020;12;4106407;Cornélio Procópio;84,46762259
2022;1;4106407;Cornélio Procópio;97,08821070
2023;10;4106407;Cornélio Procópio;110,19333720
2022;10;4106407;Cornélio Procópio;106,64071140
2019;3;4106407;Cornélio Procópio;94,83353188
2021;12;4106407;Cornélio Procópio;97,74247492
2022;3;4106407;Cornélio Procópio;97,47909699
2022;6;4106407;Cornélio Procópio;101,12249160
2019;10;4106407;Cornélio Procópio;91,89674992
2022;7;4106407;Cornélio Procópio;107,62066980
2022;8;4106407;Cornélio Procópio;106,82431540
2023;7;4106407;Cornélio Procópio;109,63367690
2019;5;4106407;Cornélio Procópio;94,91295170
2022;11;4106407;Cornélio Procópio;108,00557450
2019;9;4106407;Cornélio Procópio;93,47058209
2021;5;4106407;Cornélio Procópio;95,34300406
2023;12;4106407;Cornélio Procópio;110,17342830
2020;9;4106407;Cornélio Procópio;82,49028051
2019;12;4106407;Cornélio Procópio;90,70958303
2019;8;4106407;Cornélio Procópio;94,18539032
2024;2;4106407;Cornélio Procópio;107,29327970
2023;11;4106407;Cornélio Procópio;110,27739680
2024;8;4106407;Cornélio Procópio;108,70172380
2024;5;4106407;Cornélio Procópio;111,63119940
2020;10;4106407;Cornélio Procópio;83,13197609
2021;10;4106407;Cornélio Procópio;91,27926421
2022;5;4106407;Cornélio Procópio;101,08904680
2019;1;4106407;Cornélio Procópio;95,73640981
2020;3;4106407;Cornélio Procópio;88,09070958
2020;4;4106407;Cornélio Procópio;86,19291462
2020;2;4106407;Cornélio Procópio;89,43463267
2020;7;4106407;Cornélio Procópio;83,75904017
2023;1;4106407;Cornélio Procópio;105,99256740
2021;4;4106407;Cornélio Procópio;95,29283893
2021;9;4106407;Cornélio Procópio;95,07943144
2021;12;4107009;Curiúva;63,41160311
2020;3;4107009;Curiúva;52,28792795
2020;1;4107009;Curiúva;54,00966823
2022;11;4107009;Curiúva;74,93954715
2021;7;4107009;Curiúva;64,47118844
2020;12;4107009;Curiúva;47,67702027
2023;8;4107009;Curiúva;72,04513813
2019;11;4107009;Curiúva;54,36726045
2023;11;4107009;Curiúva;70,63090789
2020;6;4107009;Curiúva;49,93046818
2021;1;4107009;Curiúva;63,94445907
2022;9;4107009;Curiúva;74,12618158
2021;5;4107009;Curiúva;64,35904185
2019;12;4107009;Curiúva;53,96331369
2023;2;4107009;Curiúva;73,24686744
2024;8;4107009;Curiúva;54,86161426
2024;10;4107009;Curiúva;54,81814230
2020;5;4107009;Curiúva;50,57280975
2021;4;4107009;Curiúva;64,06949197
2020;9;4107009;Curiúva;47,56514872
2022;7;4107009;Curiúva;74,73437386
2023;7;4107009;Curiúva;71,53220488
2024;1;4107009;Curiúva;67,77313695
2021;6;4107009;Curiúva;64,62884970
2019;10;4107009;Curiúva;54,41361499
2023;12;4107009;Curiúva;71,49556679
2021;3;4107009;Curiúva;64,71439853
2022;12;4107009;Curiúva;75,29127281
2022;4;4107009;Curiúva;63,07802996
2022;10;4107009;Curiúva;75,98739650
2024;5;4107009;Curiúva;58,00542244
2019;1;4107009;Curiúva;57,40185296
2022;8;4107009;Curiúva;74,80765003
2021;9;4107009;Curiúva;64,30113153
2019;9;4107009;Curiúva;55,88371631
2021;10;4107009;Curiúva;63,43776571
2023;3;4107009;Curiúva;72,52876090
2024;6;4107009;Curiúva;57,19938448
2019;5;4107009;Curiúva;57,24188496
2024;4;4107009;Curiúva;60,96578002
2019;8;4107009;Curiúva;56,43997086
2020;2;4107009;Curiúva;53,37394875
2020;11;4107009;Curiúva;47,56514872
2023;5;4107009;Curiúva;71,37099729
2019;2;4107009;Curiúva;57,54182497
2024;11;4107009;Curiúva;54,29647877
2022;3;4107009;Curiúva;62,88835110
2024;3;4107009;Curiúva;64,51234704
2023;1;4107009;Curiúva;72,69729611
2024;9;4107009;Curiúva;54,68772642
2024;7;4107009;Curiúva;54,62976380
2020;4;4107009;Curiúva;51,28799417
2021;2;4107009;Curiúva;64,97762569
2023;10;4107009;Curiúva;71,86194768
2022;2;4107009;Curiúva;63,07802996
2023;6;4107009;Curiúva;71,54686012
2024;2;4107009;Curiúva;66,47614860
2022;5;4107009;Curiúva;65,54385506
2021;8;4107009;Curiúva;64,39924128
2020;8;4107009;Curiúva;48,43379837
2021;11;4107009;Curiúva;61,77644058
2019;3;4107009;Curiúva;57,18189695
2022;6;4107009;Curiúva;65,70083066
2019;4;4107009;Curiúva;57,30187296
2019;6;4107009;Curiúva;57,30187296
2020;10;4107009;Curiúva;47,60463280
2019;7;4107009;Curiúva;56,89689425
2020;7;4107009;Curiúva;49,30244801
2023;4;4107009;Curiúva;71,77401627
2023;9;4107009;Curiúva;71,24642779
2022;1;4107009;Curiúva;63,07148931
2019;5;4107751;Figueira;85,45570427
2020;5;4107751;Figueira;74,60746461
2022;7;4107751;Figueira;90,80873232
2023;1;4107751;Figueira;92,60729348
2024;7;4107751;Figueira;87,69646365
2022;6;4107751;Figueira;94,93770492
2024;2;4107751;Figueira;86,86430166
2023;12;4107751;Figueira;91,05680972
2022;8;4107751;Figueira;91,09402133
2020;10;4107751;Figueira;80,05457380
2021;1;4107751;Figueira;99,72713098
2023;7;4107751;Figueira;94,21979658
2020;3;4107751;Figueira;74,35006435
2019;3;4107751;Figueira;85,28999363
2019;2;4107751;Figueira;85,95283620
2023;11;4107751;Figueira;94,96402878
2019;10;4107751;Figueira;82,41956242
2019;11;4107751;Figueira;76,26769627
2021;6;4107751;Figueira;132,35446990
2022;11;4107751;Figueira;91,20565616
2022;5;4107751;Figueira;96,22295082
2024;1;4107751;Figueira;89,64276854
2024;11;4107751;Figueira;87,08251473
2022;9;4107751;Figueira;91,56536839
2020;7;4107751;Figueira;76,52027027
2022;12;4107751;Figueira;92,81815927
2019;12;4107751;Figueira;76,26769627
2024;9;4107751;Figueira;90,23821218
2019;7;4107751;Figueira;85,41827542
2020;1;4107751;Figueira;76,49935650
2021;5;4107751;Figueira;105,02858630
2024;5;4107751;Figueira;88,82411312
2021;7;4107751;Figueira;102,79344260
2021;9;4107751;Figueira;99,44918033
2021;4;4107751;Figueira;100,97453220
2020;6;4107751;Figueira;74,46589447
2023;2;4107751;Figueira;95,38576036
2023;5;4107751;Figueira;92,29719673
2023;4;4107751;Figueira;92,84296701
2019;4;4107751;Figueira;85,04780115
2023;6;4107751;Figueira;93,28950633
2022;3;4107751;Figueira;117,54754100
2023;10;4107751;Figueira;96,31605061
2022;2;4107751;Figueira;109,56065570
2024;3;4107751;Figueira;87,44728355
2019;1;4107751;Figueira;87,12555768
2020;9;4107751;Figueira;72,20634096
2021;8;4107751;Figueira;99,12131148
2021;11;4107751;Figueira;149,69180330
2024;8;4107751;Figueira;89,61198428
2020;4;4107751;Figueira;73,92535393
2021;2;4107751;Figueira;100,81860710
2024;10;4107751;Figueira;88,66650295
2021;10;4107751;Figueira;98,22950820
2021;3;4107751;Figueira;104,82068610
2022;10;4107751;Figueira;92,13594642
2024;6;4107751;Figueira;89,45671049
2020;2;4107751;Figueira;78,68725869
2023;9;4107751;Figueira;94,83999008
2022;4;4107751;Figueira;199,54098360
2020;8;4107751;Figueira;72,12837838
2024;4;4107751;Figueira;88,32795832
2020;12;4107751;Figueira;73,54469854
2021;12;4107751;Figueira;133,16721310
2019;6;4107751;Figueira;85,36647546
2022;1;4107751;Figueira;111,84262300
2019;8;4107751;Figueira;85,80437580
2019;9;4107751;Figueira;84,22136422
2023;3;4107751;Figueira;94,88960556
2023;8;4107751;Figueira;93,89729596
2020;11;4107751;Figueira;83,26403326
2024;1;4109005;Guapirama;63,09987030
2022;8;4109005;Guapirama;60,50583658
2020;8;4109005;Guapirama;65,48625793
2021;3;4109005;Guapirama;90,88266385
2019;3;4109005;Guapirama;70,44502618
2022;6;4109005;Guapirama;75,39155827
2024;11;4109005;Guapirama;52,96327212
2021;10;4109005;Guapirama;89,59384125
2019;12;4109005;Guapirama;69,83166754
2020;12;4109005;Guapirama;65,75052854
2019;10;4109005;Guapirama;70,46291426
2023;9;4109005;Guapirama;62,21357544
2021;11;4109005;Guapirama;87,94796921
2021;8;4109005;Guapirama;90,76187948
2019;6;4109005;Guapirama;70,83769634
2024;8;4109005;Guapirama;53,65191987
2024;7;4109005;Guapirama;53,83973289
2023;6;4109005;Guapirama;59,94379594
2019;8;4109005;Guapirama;70,17359285
2021;6;4109005;Guapirama;90,96194503
2019;4;4109005;Guapirama;70,81151832
2019;5;4109005;Guapirama;71,07329843
2024;9;4109005;Guapirama;52,12854758
2020;5;4109005;Guapirama;66,72803787
2020;7;4109005;Guapirama;65,96194503
2019;9;4109005;Guapirama;68,88479748
2022;2;4109005;Guapirama;87,84178391
2020;10;4109005;Guapirama;65,14270613
2021;5;4109005;Guapirama;91,59619450
2023;7;4109005;Guapirama;61,26242974
2019;11;4109005;Guapirama;69,54234613
2022;7;4109005;Guapirama;61,37051448
2024;5;4109005;Guapirama;56,74448768
2020;2;4109005;Guapirama;68,38506049
2023;11;4109005;Guapirama;60,63553826
2019;7;4109005;Guapirama;70,72593372
2019;2;4109005;Guapirama;71,43979058
2022;3;4109005;Guapirama;78,86912663
2023;3;4109005;Guapirama;60,09511457
2023;5;4109005;Guapirama;60,39775184
2022;12;4109005;Guapirama;59,79247730
2023;10;4109005;Guapirama;60,59230437
2022;9;4109005;Guapirama;61,47859922
2021;7;4109005;Guapirama;90,68224051
2024;3;4109005;Guapirama;61,08949416
2020;11;4109005;Guapirama;65,64482030
2024;2;4109005;Guapirama;62,64591440
2022;11;4109005;Guapirama;60,87332469
2022;5;4109005;Guapirama;83,64746483
2022;1;4109005;Guapirama;89,14255376
2024;4;4109005;Guapirama;59,81409425
2020;6;4109005;Guapirama;66,28090479
2021;12;4109005;Guapirama;89,46110964
2020;9;4109005;Guapirama;65,03699789
2023;12;4109005;Guapirama;60,37613489
2024;10;4109005;Guapirama;52,46243740
2021;4;4109005;Guapirama;95,05813953
2022;10;4109005;Guapirama;61,54345006
2021;1;4109005;Guapirama;91,27906977
2023;4;4109005;Guapirama;59,05750108
2023;1;4109005;Guapirama;60,00864678
2020;3;4109005;Guapirama;68,27985271
2020;1;4109005;Guapirama;68,70068385
2023;8;4109005;Guapirama;61,84608733
2022;4;4109005;Guapirama;85,10751261
2020;4;4109005;Guapirama;67,41188848
2024;6;4109005;Guapirama;55,70687419
2021;9;4109005;Guapirama;90,62914786
2019;1;4109005;Guapirama;71,20418848
2021;2;4109005;Guapirama;91,43763214
2023;2;4109005;Guapirama;58,60354518
2020;10;4109708;Ibaiti;62,04651751
2020;8;4109708;Ibaiti;63,38326381
2024;9;4109708;Ibaiti;94,82676630
2023;6;4109708;Ibaiti;88,78251821
2024;7;4109708;Ibaiti;92,51358696
2023;2;4109708;Ibaiti;90,35726674
2021;11;4109708;Ibaiti;81,50938658
2021;4;4109708;Ibaiti;77,29427380
2023;4;4109708;Ibaiti;89,39646202
2022;11;4109708;Ibaiti;90,29830038
2019;12;4109708;Ibaiti;70,43425583
2019;5;4109708;Ibaiti;73,93231006
2023;12;4109708;Ibaiti;91,13076656
2024;3;4109708;Ibaiti;92,72979535
2019;2;4109708;Ibaiti;73,84561043
2019;1;4109708;Ibaiti;74,12497592
2022;1;4109708;Ibaiti;81,52194387
2019;3;4109708;Ibaiti;73,79423287
2023;3;4109708;Ibaiti;90,02428026
2020;6;4109708;Ibaiti;65,25634485
2021;6;4109708;Ibaiti;79,01655922
2023;1;4109708;Ibaiti;89,89247312
2022;8;4109708;Ibaiti;92,70204648
2024;4;4109708;Ibaiti;93,71488033
2020;3;4109708;Ibaiti;68,07805127
2019;7;4109708;Ibaiti;73,42813417
2021;10;4109708;Ibaiti;79,73252967
2022;3;4109708;Ibaiti;81,11069253
2024;8;4109708;Ibaiti;93,27445652
2024;2;4109708;Ibaiti;92,34824835
2020;7;4109708;Ibaiti;63,99949437
2024;1;4109708;Ibaiti;91,49150191
2021;1;4109708;Ibaiti;77,26267223
2023;9;4109708;Ibaiti;89,01491502
2019;9;4109708;Ibaiti;72,47162352
2021;5;4109708;Ibaiti;78,27392239
2024;6;4109708;Ibaiti;94,16233091
2019;10;4109708;Ibaiti;71,05598776
2021;7;4109708;Ibaiti;82,12783324
2023;11;4109708;Ibaiti;90,04509192
2024;11;4109708;Ibaiti;96,29755435
2023;5;4109708;Ibaiti;89,45195976
2020;5;4109708;Ibaiti;65,49866089
2020;11;4109708;Ibaiti;62,13500190
2019;6;4109708;Ibaiti;73,95799884
2021;8;4109708;Ibaiti;79,13919759
2024;5;4109708;Ibaiti;94,34269858
2021;9;4109708;Ibaiti;80,07785521
2021;12;4109708;Ibaiti;81,73541784
2020;4;4109708;Ibaiti;66,51893891
2023;7;4109708;Ibaiti;89,24037461
2021;3;4109708;Ibaiti;78,45721148
2019;4;4109708;Ibaiti;73,66900006
2022;7;4109708;Ibaiti;92,05688519
2020;12;4109708;Ibaiti;62,10340033
2023;10;4109708;Ibaiti;89,26812348
2020;9;4109708;Ibaiti;62,97244343
2020;1;4109708;Ibaiti;69,48093355
2022;12;4109708;Ibaiti;90,39889005
2023;8;4109708;Ibaiti;89,18487686
2022;10;4109708;Ibaiti;91,66840097
2022;5;4109708;Ibaiti;82,91266403
2020;2;4109708;Ibaiti;68,84007142
2022;6;4109708;Ibaiti;83,79481384
2019;8;4109708;Ibaiti;72,90205331
2022;4;4109708;Ibaiti;84,50744020
2024;10;4109708;Ibaiti;96,41644022
2022;9;4109708;Ibaiti;92,36559140
2022;2;4109708;Ibaiti;84,06165631
2021;2;4109708;Ibaiti;78,94703577
2019;11;4109708;Ibaiti;70,95714832
2020;7;4111001;Itambaracá;58,55855856
2020;5;4111001;Itambaracá;57,35338803
2022;3;4111001;Itambaracá;71,14794352
2023;1;4111001;Itambaracá;83,83547732
2020;3;4111001;Itambaracá;58,20419325
2023;8;4111001;Itambaracá;86,93297224
2023;11;4111001;Itambaracá;88,21936357
2022;11;4111001;Itambaracá;87,32227488
2019;7;4111001;Itambaracá;65,39045883
2021;3;4111001;Itambaracá;82,40952817
2019;11;4111001;Itambaracá;61,60741416
2021;10;4111001;Itambaracá;71,02516882
2024;4;4111001;Itambaracá;87,61002031
2024;11;4111001;Itambaracá;86,97650664
2024;1;4111001;Itambaracá;90,31821259
2024;3;4111001;Itambaracá;87,96547055
2021;2;4111001;Itambaracá;82,37898916
2021;5;4111001;Itambaracá;84,76103222
2019;2;4111001;Itambaracá;65,20556227
2022;12;4111001;Itambaracá;84,74949221
2019;4;4111001;Itambaracá;64,84280532
2023;5;4111001;Itambaracá;83,68314150
2022;2;4111001;Itambaracá;71,51626765
2023;3;4111001;Itambaracá;84,68178741
2024;6;4111001;Itambaracá;88,71022343
2024;7;4111001;Itambaracá;89,80251958
2021;12;4111001;Itambaracá;70,42664211
2022;10;4111001;Itambaracá;87,03452945
2021;4;4111001;Itambaracá;83,18827302
2023;10;4111001;Itambaracá;88,03317536
2021;9;4111001;Itambaracá;73,84898711
2020;9;4111001;Itambaracá;57,27591999
2020;12;4111001;Itambaracá;57,32172851
2020;2;4111001;Itambaracá;58,72075357
2022;5;4111001;Itambaracá;74,87722529
2024;2;4111001;Itambaracá;88,99796886
2020;4;4111001;Itambaracá;57,52051048
2019;1;4111001;Itambaracá;65,96130593
2024;5;4111001;Itambaracá;87,96547055
2019;6;4111001;Itambaracá;65,74969770
2024;8;4111001;Itambaracá;91,36874362
2024;10;4111001;Itambaracá;90,68777664
2021;7;4111001;Itambaracá;71,54696133
2022;7;4111001;Itambaracá;83,73392011
2020;8;4111001;Itambaracá;57,56604062
2022;9;4111001;Itambaracá;85,12186865
2019;8;4111001;Itambaracá;65,34487998
2021;11;4111001;Itambaracá;68,55432781
2021;8;4111001;Itambaracá;71,19398404
2023;6;4111001;Itambaracá;84,02166554
2023;7;4111001;Itambaracá;85,64658091
2021;6;4111001;Itambaracá;85,76881967
2019;10;4111001;Itambaracá;61,18201155
2019;9;4111001;Itambaracá;64,57003950
2023;9;4111001;Itambaracá;88,84563304
2022;1;4111001;Itambaracá;70,28852056
2021;1;4111001;Itambaracá;80,18018018
2020;11;4111001;Itambaracá;56,72621774
2022;4;4111001;Itambaracá;73,35788828
2020;1;4111001;Itambaracá;59,00941963
2019;3;4111001;Itambaracá;64,52539299
2020;10;4111001;Itambaracá;56,39028859
2023;4;4111001;Itambaracá;82,88761002
2024;9;4111001;Itambaracá;91,07933265
2019;12;4111001;Itambaracá;60,10331206
2023;2;4111001;Itambaracá;84,24170616
2022;6;4111001;Itambaracá;75,69060773
2023;12;4111001;Itambaracá;89,45497630
2019;5;4111001;Itambaracá;65,70435308
2022;8;4111001;Itambaracá;84,98645904
2020;6;4111001;Itambaracá;58,41689456
2020;9;4111704;Jaboti;42,48538563
2022;4;4111704;Jaboti;70,29257314
2024;8;4111704;Jaboti;63,70157819
2022;2;4111704;Jaboti;67,92948237
2021;6;4111704;Jaboti;65,26494437
2022;7;4111704;Jaboti;71,19955777
2024;2;4111704;Jaboti;62,68656716
2022;12;4111704;Jaboti;70,44407592
2023;5;4111704;Jaboti;60,78864935
2022;10;4111704;Jaboti;71,71549659
2023;9;4111704;Jaboti;63,86585591
2019;8;4111704;Jaboti;47,47819492
2021;12;4111704;Jaboti;68,06076519
2021;3;4111704;Jaboti;65,49123138
2024;5;4111704;Jaboti;63,81057675
2024;7;4111704;Jaboti;63,50430416
2023;2;4111704;Jaboti;66,02174314
2020;8;4111704;Jaboti;42,99453140
2021;1;4111704;Jaboti;62,00264002
2024;9;4111704;Jaboti;64,07819225
2022;9;4111704;Jaboti;71,01529390
2020;11;4111704;Jaboti;42,67395814
2023;7;4111704;Jaboti;62,20748111
2023;3;4111704;Jaboti;64,08697254
2019;6;4111704;Jaboti;48,36003051
2024;10;4111704;Jaboti;65,94332855
2019;10;4111704;Jaboti;47,85741373
2020;5;4111704;Jaboti;43,97042093
2022;8;4111704;Jaboti;70,60991340
2019;3;4111704;Jaboti;48,28375286
2020;6;4111704;Jaboti;43,81873341
2019;4;4111704;Jaboti;48,28375286
2022;1;4111704;Jaboti;67,42310578
2020;4;4111704;Jaboti;44,23587410
2021;7;4111704;Jaboti;65,21005251
2020;10;4111704;Jaboti;42,67395814
2022;5;4111704;Jaboti;71,69917479
2023;6;4111704;Jaboti;61,15717708
2019;5;4111704;Jaboti;48,24561404
2020;7;4111704;Jaboti;43,25853291
2021;11;4111704;Jaboti;63,20330083
2020;1;4111704;Jaboti;46,20781191
2024;4;4111704;Jaboti;63,88428229
2024;11;4111704;Jaboti;66,33787661
2020;2;4111704;Jaboti;45,69586651
2023;11;4111704;Jaboti;64,45550028
2023;4;4111704;Jaboti;61,69154229
2022;3;4111704;Jaboti;69,71117779
2019;9;4111704;Jaboti;47,08001517
2021;8;4111704;Jaboti;65,88522131
2024;6;4111704;Jaboti;64,75032246
2019;12;4111704;Jaboti;46,39742131
2023;1;4111704;Jaboti;67,56955961
2019;11;4111704;Jaboti;47,64884338
2022;6;4111704;Jaboti;72,63690923
2021;4;4111704;Jaboti;64,66151235
2019;1;4111704;Jaboti;49,23722349
2021;10;4111704;Jaboti;63,89722431
2022;11;4111704;Jaboti;71,18113138
2024;1;4111704;Jaboti;62,52072968
2023;8;4111704;Jaboti;63,58946011
2020;12;4111704;Jaboti;42,80595889
2021;2;4111704;Jaboti;65,15180087
2021;5;4111704;Jaboti;64,07693758
2020;3;4111704;Jaboti;44,97535078
2021;9;4111704;Jaboti;66,52288072
2024;3;4111704;Jaboti;63,11037406
2019;7;4111704;Jaboti;47,70572620
2023;12;4111704;Jaboti;64,19753086
2019;2;4111704;Jaboti;48,62700229
2023;10;4111704;Jaboti;63,90270868
2020;11;4111803;Jacarezinho;76,20924673
2021;12;4111803;Jacarezinho;90,45533259
2020;5;4111803;Jacarezinho;78,53877800
2021;8;4111803;Jacarezinho;90,32036264
2019;10;4111803;Jacarezinho;86,11915283
2024;7;4111803;Jacarezinho;94,63043478
2024;2;4111803;Jacarezinho;93,09969040
2022;7;4111803;Jacarezinho;94,52879257
2024;5;4111803;Jacarezinho;94,91764706
2019;9;4111803;Jacarezinho;85,97186246
2021;1;4111803;Jacarezinho;108,05401560
2024;10;4111803;Jacarezinho;94,25845411
2023;7;4111803;Jacarezinho;92,17089783
2022;6;4111803;Jacarezinho;94,46368544
2023;2;4111803;Jacarezinho;92,92383901
2022;9;4111803;Jacarezinho;93,22352941
2023;9;4111803;Jacarezinho;92,63405573
2020;7;4111803;Jacarezinho;76,96963532
2021;4;4111803;Jacarezinho;137,73460150
2021;11;4111803;Jacarezinho;86,15157380
2019;7;4111803;Jacarezinho;86,98257911
2024;6;4111803;Jacarezinho;95,78452012
2023;11;4111803;Jacarezinho;92,83962848
2019;1;4111803;Jacarezinho;88,21605173
2021;9;4111803;Jacarezinho;90,65906081
2019;4;4111803;Jacarezinho;87,15100799
2019;8;4111803;Jacarezinho;86,34770684
2020;1;4111803;Jacarezinho;84,66402560
2020;10;4111803;Jacarezinho;75,86592747
2024;9;4111803;Jacarezinho;94,89613527
2024;11;4111803;Jacarezinho;94,43719807
2022;11;4111803;Jacarezinho;93,10216718
2021;10;4111803;Jacarezinho;86,84679637
2021;3;4111803;Jacarezinho;134,80494380
2022;8;4111803;Jacarezinho;94,82848297
2024;8;4111803;Jacarezinho;94,55072464
2024;4;4111803;Jacarezinho;93,93684211
2019;5;4111803;Jacarezinho;87,58463294
2023;6;4111803;Jacarezinho;90,98947368
2022;10;4111803;Jacarezinho;93,63219814
2019;12;4111803;Jacarezinho;85,64426837
2020;9;4111803;Jacarezinho;76,08209145
2021;7;4111803;Jacarezinho;90,10135479
2023;8;4111803;Jacarezinho;92,37151703
2021;2;4111803;Jacarezinho;125,34459080
2021;5;4111803;Jacarezinho;139,77162910
2023;4;4111803;Jacarezinho;94,20185759
2024;1;4111803;Jacarezinho;92,91145511
2022;1;4111803;Jacarezinho;89,96383824
2020;4;4111803;Jacarezinho;79,47077048
2023;5;4111803;Jacarezinho;90,69226006
2019;6;4111803;Jacarezinho;87,30315709
2022;2;4111803;Jacarezinho;90,20067230
2022;3;4111803;Jacarezinho;90,59284914
2021;6;4111803;Jacarezinho;142,66059710
2023;3;4111803;Jacarezinho;93,17647059
2022;12;4111803;Jacarezinho;91,70526316
2020;6;4111803;Jacarezinho;77,95215603
2020;2;4111803;Jacarezinho;83,57712428
2023;1;4111803;Jacarezinho;93,45882353
2020;3;4111803;Jacarezinho;82,20833968
2019;2;4111803;Jacarezinho;87,71395968
2020;12;4111803;Jacarezinho;76,50933320
2022;5;4111803;Jacarezinho;93,25659570
2019;3;4111803;Jacarezinho;87,38937492
2019;11;4111803;Jacarezinho;86,50515516
2020;8;4111803;Jacarezinho;76,54239357
2022;4;4111803;Jacarezinho;91,28043190
2023;10;4111803;Jacarezinho;92,62662539
2023;12;4111803;Jacarezinho;93,33250774
2024;3;4111803;Jacarezinho;93,18885449
2024;5;4112306;Japira;72,14400644
2024;1;4112306;Japira;71,94288013
2021;5;4112306;Japira;79,77687627
2022;10;4112306;Japira;72,62670957
2024;11;4112306;Japira;55,71146245
2021;4;4112306;Japira;78,43813387
2020;6;4112306;Japira;50,02002403
2021;8;4112306;Japira;77,11503348
2021;7;4112306;Japira;78,61635220
2021;9;4112306;Japira;76,36437411
2022;5;4112306;Japira;61,10772976
2019;8;4112306;Japira;50,68081698
2021;11;4112306;Japira;70,15621830
2019;4;4112306;Japira;50,79079079
2021;10;4112306;Japira;72,93568675
2024;10;4112306;Japira;57,90513834
2020;2;4112306;Japira;50,34040849
2023;11;4112306;Japira;72,38535800
2024;8;4112306;Japira;70,69169960
2020;4;4112306;Japira;49,59951942
2024;7;4112306;Japira;71,79841897
2023;4;4112306;Japira;70,07240547
2020;1;4112306;Japira;50,38045655
2022;2;4112306;Japira;69,64901603
2019;9;4112306;Japira;49,05887064
2023;10;4112306;Japira;72,50603379
2023;2;4112306;Japira;69,56958970
2022;7;4112306;Japira;71,92276750
2022;4;4112306;Japira;60,09332522
2021;1;4112306;Japira;78,74239351
2022;3;4112306;Japira;70,37938730
2024;4;4112306;Japira;72,12389381
2023;6;4112306;Japira;71,29927595
2023;7;4112306;Japira;72,08366854
2020;11;4112306;Japira;48,78296146
2021;2;4112306;Japira;78,62068966
2021;3;4112306;Japira;78,64097363
2019;10;4112306;Japira;51,60192231
2019;6;4112306;Japira;51,27127127
2023;12;4112306;Japira;72,10378117
2019;2;4112306;Japira;51,33133133
2020;3;4112306;Japira;50,46055266
2022;11;4112306;Japira;71,05792438
2024;3;4112306;Japira;72,28479485
2022;12;4112306;Japira;72,12389381
2019;12;4112306;Japira;50,78093712
2021;12;4112306;Japira;69,08094948
2022;9;4112306;Japira;73,55189059
2024;2;4112306;Japira;72,32502011
2023;5;4112306;Japira;70,13274336
2020;5;4112306;Japira;49,49939928
2020;12;4112306;Japira;48,58012170
2020;8;4112306;Japira;49,87829615
2019;3;4112306;Japira;51,43143143
2022;1;4112306;Japira;67,78251167
