"Código.IBGE.Município","Ano","Mês","UF","Município","Faixa.de.Velocidade","Velocidade","Tecnologia","Meio.de.Acesso","Tipo.de.Pessoa","Tipo.de.Produto","Acessos","Municipio","AreaTerritorialkm22022","Populacaoresidentepessoas2022","Densidadedemograficahabkm22022","Escolarizacao6a14anos2010","IDHM2010","PIBpercapita2021"
4102406,2024,1,"PR","Bandeirantes","0Kbps a 512Kbps",0.0625,"FR","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","0Kbps a 512Kbps",0.0625,"FR","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","512kbps a 2Mbps",2,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","> 34Mbps",525,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,1,"PR","Bandeirantes","512kbps a 2Mbps",2,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","> 34Mbps",560,"FTTH","Fibra","Pessoa Física","INTERNET",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,5,"PR","Bandeirantes","> 34Mbps",220,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,5,"PR","Bandeirantes","> 34Mbps",1000,"FTTH","Fibra","Pessoa Física","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","> 34Mbps",50,"ETHERNET","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,2,"PR","Bandeirantes","> 34Mbps",50,"FTTH","Fibra","Pessoa Física","INTERNET",601,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,5,"PR","Bandeirantes","> 34Mbps",200,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","> 34Mbps",525,"FTTH","Fibra","Pessoa Física","INTERNET",1177,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","512kbps a 2Mbps",1,"VSAT","Satélite","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,5,"PR","Bandeirantes","> 34Mbps",788,"FTTH","Fibra","Pessoa Física","INTERNET",116,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","> 34Mbps",510,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","> 34Mbps",100,"FTTH","Fibra","Pessoa Física","INTERNET",207,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","> 34Mbps",525,"FTTH","Fibra","Pessoa Física","INTERNET",1219,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,2,"PR","Bandeirantes","0Kbps a 512Kbps",0.0625,"FR","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,2,"PR","Bandeirantes","512kbps a 2Mbps",1.024,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","> 34Mbps",650,"FTTH","Fibra","Pessoa Física","INTERNET",8,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,1,"PR","Bandeirantes","2Mbps a 12Mbps",5,"FTTH","Fibra","Pessoa Física","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","> 34Mbps",100,"HFC","Cabo Coaxial","Pessoa Física","INTERNET",3,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,1,"PR","Bandeirantes","> 34Mbps",63.488,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","2Mbps a 12Mbps",5,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",12,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","2Mbps a 12Mbps",3,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","> 34Mbps",400,"FTTH","Fibra","Pessoa Jurídica","INTERNET",40,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,1,"PR","Bandeirantes","> 34Mbps",200,"FTTH","Fibra","Pessoa Jurídica","INTERNET",3,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,2,"PR","Bandeirantes","2Mbps a 12Mbps",2.048,"ADSL1","Cabo Metálico","Pessoa Jurídica","OUTROS",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","> 34Mbps",125,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,2,"PR","Bandeirantes","> 34Mbps",525,"FTTH","Fibra","Pessoa Física","INTERNET",1126,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","2Mbps a 12Mbps",3,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",4,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","512kbps a 2Mbps",2,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","> 34Mbps",201,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","2Mbps a 12Mbps",6,"FTTH","Fibra","Pessoa Física","INTERNET",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","12Mbps a 34Mbps",20,"DWDM","Fibra","Pessoa Jurídica","M2M",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,9,"PR","Bandeirantes","512kbps a 2Mbps",1,"FTTH","Fibra","Pessoa Física","INTERNET",4,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","2Mbps a 12Mbps",10,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",9,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","> 34Mbps",560,"FTTH","Fibra","Pessoa Física","INTERNET",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","> 34Mbps",500,"FTTH","Fibra","Pessoa Física","INTERNET",911,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,2,"PR","Bandeirantes","> 34Mbps",153.6,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","2Mbps a 12Mbps",10,"VSAT","Satélite","Pessoa Física","INTERNET",3,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","12Mbps a 34Mbps",15,"ETHERNET","Cabo Metálico","Pessoa Jurídica","OUTROS",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","> 34Mbps",630,"FTTH","Fibra","Pessoa Jurídica","INTERNET",4,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","> 34Mbps",100.00001,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,9,"PR","Bandeirantes","2Mbps a 12Mbps",3,"FTTH","Fibra","Pessoa Física","INTERNET",10,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","12Mbps a 34Mbps",15,"FTTH","Fibra","Pessoa Jurídica","INTERNET",3,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","12Mbps a 34Mbps",15,"VSAT","Satélite","Pessoa Física","INTERNET",7,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","512kbps a 2Mbps",2,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",13,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","> 34Mbps",315,"FTTH","Fibra","Pessoa Física","INTERNET",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","> 34Mbps",700,"FTTH","Fibra","Pessoa Física","INTERNET",7,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,5,"PR","Bandeirantes","> 34Mbps",525,"FTTH","Rádio","Pessoa Física","INTERNET",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","512kbps a 2Mbps",2,"VSAT","Satélite","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,9,"PR","Bandeirantes","> 34Mbps",600,"FTTH","Fibra","Pessoa Jurídica","INTERNET",17,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","> 34Mbps",750,"FTTH","Fibra","Pessoa Física","INTERNET",29,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","2Mbps a 12Mbps",10,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,5,"PR","Bandeirantes","2Mbps a 12Mbps",3,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",4,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","> 34Mbps",500,"FTTH","Fibra","Pessoa Física","INTERNET",5,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","> 34Mbps",210,"FTTH","Fibra","Pessoa Jurídica","INTERNET",5,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,9,"PR","Bandeirantes","> 34Mbps",350,"FTTH","Fibra","Pessoa Física","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,2,"PR","Bandeirantes","> 34Mbps",650,"FTTH","Fibra","Pessoa Física","INTERNET",4,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","> 34Mbps",360,"FTTH","Fibra","Pessoa Jurídica","INTERNET",24,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,1,"PR","Bandeirantes","> 34Mbps",400,"FTTH","Fibra","Pessoa Física","INTERNET",524,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","2Mbps a 12Mbps",10,"HDSL","Cabo Metálico","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","> 34Mbps",578,"FTTH","Fibra","Pessoa Física","INTERNET",58,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,9,"PR","Bandeirantes","> 34Mbps",100,"VSAT","Satélite","Pessoa Física","INTERNET",26,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","> 34Mbps",800,"FTTH","Fibra","Pessoa Jurídica","INTERNET",17,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,2,"PR","Bandeirantes","12Mbps a 34Mbps",30,"FTTH","Fibra","Pessoa Física","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","2Mbps a 12Mbps",5,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",3,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,5,"PR","Bandeirantes","> 34Mbps",735,"FTTH","Fibra","Pessoa Jurídica","INTERNET",6,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","0Kbps a 512Kbps",0.0625,"FR","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","512kbps a 2Mbps",2,"VSAT","Satélite","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,9,"PR","Bandeirantes","2Mbps a 12Mbps",10,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",25,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","> 34Mbps",300,"FTTH","Fibra","Pessoa Jurídica","INTERNET",48,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","> 34Mbps",450,"FTTH","Fibra","Pessoa Física","INTERNET",5,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","2Mbps a 12Mbps",10,"HDSL","Cabo Metálico","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","12Mbps a 34Mbps",15,"ETHERNET","Cabo Metálico","Pessoa Jurídica","OUTROS",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","> 34Mbps",350,"FTTH","Fibra","Pessoa Física","INTERNET",20,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,1,"PR","Bandeirantes","> 34Mbps",100,"FTTH","Fibra","Pessoa Jurídica","INTERNET",37,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","> 34Mbps",420,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,5,"PR","Bandeirantes","> 34Mbps",100,"FTTH","Fibra","Pessoa Jurídica","INTERNET",28,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,9,"PR","Bandeirantes","12Mbps a 34Mbps",25,"FTTH","Fibra","Pessoa Física","INTERNET",57,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","2Mbps a 12Mbps",10,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,2,"PR","Bandeirantes","2Mbps a 12Mbps",2.048,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",6,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","> 34Mbps",100,"ETHERNET","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","2Mbps a 12Mbps",3,"FTTH","Fibra","Pessoa Física","INTERNET",16,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","> 34Mbps",450,"FTTH","Fibra","Pessoa Física","INTERNET",4,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","12Mbps a 34Mbps",15,"FTTH","Fibra","Pessoa Jurídica","INTERNET",3,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","2Mbps a 12Mbps",8,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","> 34Mbps",1000,"Wi-Fi","Rádio","Pessoa Física","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","> 34Mbps",200,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,9,"PR","Bandeirantes","12Mbps a 34Mbps",15,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",12,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","2Mbps a 12Mbps",10,"VSAT","Satélite","Pessoa Física","INTERNET",16,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","512kbps a 2Mbps",2,"ADSL1","Cabo Metálico","Pessoa Jurídica","INTERNET",16,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,2,"PR","Bandeirantes","2Mbps a 12Mbps",4,"HDSL","Cabo Metálico","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,9,"PR","Bandeirantes","> 34Mbps",500,"FTTH","Fibra","Pessoa Física","INTERNET",262,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","> 34Mbps",40,"FTTH","Fibra","Pessoa Física","INTERNET",84,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","2Mbps a 12Mbps",10,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",35,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,9,"PR","Bandeirantes","> 34Mbps",50,"FTTH","Fibra","Pessoa Física","INTERNET",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","512kbps a 2Mbps",2,"ADSL1","Cabo Metálico","Pessoa Física","INTERNET",7,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","0Kbps a 512Kbps",0.0625,"FR","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","2Mbps a 12Mbps",10,"VSAT","Satélite","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","2Mbps a 12Mbps",5,"FTTH","Fibra","Pessoa Física","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,8,"PR","Bandeirantes","> 34Mbps",315,"FTTH","Fibra","Pessoa Jurídica","INTERNET",20,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","> 34Mbps",560,"FTTH","Fibra","Pessoa Física","INTERNET",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","12Mbps a 34Mbps",30,"VDSL","Cabo Metálico","Pessoa Jurídica","INTERNET",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,5,"PR","Bandeirantes","12Mbps a 34Mbps",15,"VSAT","Satélite","Pessoa Física","INTERNET",7,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,9,"PR","Bandeirantes","12Mbps a 34Mbps",15,"FTTH","Fibra","Pessoa Jurídica","INTERNET",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","> 34Mbps",10240,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","12Mbps a 34Mbps",25,"FTTH","Fibra","Pessoa Física","INTERNET",76,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,9,"PR","Bandeirantes","> 34Mbps",400,"FTTH","Fibra","Pessoa Física","INTERNET",852,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","> 34Mbps",500,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,2,"PR","Bandeirantes","> 34Mbps",100,"FTTH","Fibra","Pessoa Jurídica","INTERNET",37,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,5,"PR","Bandeirantes","2Mbps a 12Mbps",8,"FTTH","Fibra","Pessoa Física","INTERNET",6,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,2,"PR","Bandeirantes","> 34Mbps",200,"FTTH","Fibra","Pessoa Jurídica","INTERNET",5,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,3,"PR","Bandeirantes","> 34Mbps",500,"FTTH","Fibra","Pessoa Física","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,4,"PR","Bandeirantes","2Mbps a 12Mbps",10,"HDSL","Cabo Metálico","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","12Mbps a 34Mbps",15,"FTTH","Fibra","Pessoa Física","INTERNET",22,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","> 34Mbps",100,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,6,"PR","Bandeirantes","> 34Mbps",600,"FTTH","Fibra","Pessoa Jurídica","INTERNET",17,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,1,"PR","Bandeirantes","12Mbps a 34Mbps",30.72,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
4102406,2024,7,"PR","Bandeirantes","2Mbps a 12Mbps",10,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",2,"Bandeirantes",445.192,31273,70.25,97.8,0.727,33274.08
