"Código.IBGE.Município","Ano","Mês","UF","Município","Faixa.de.Velocidade","Velocidade","Tecnologia","Meio.de.Acesso","Tipo.de.Pessoa","Tipo.de.Produto","Acessos","Municipio","AreaTerritorialkm22022","Populacaoresidentepessoas2022","Densidadedemograficahabkm22022","Escolarizacao6a14anos2010","IDHM2010","PIBpercapita2021"
4106407,2024,7,"PR","Cornélio Procópio","> 34Mbps",40,"ETHERNET","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","2Mbps a 12Mbps",5,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",35,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","> 34Mbps",420,"FTTH","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",50,"FTTH","Fibra","Pessoa Física","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","> 34Mbps",350,"FTTH","Fibra","Pessoa Física","INTERNET",9,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","> 34Mbps",50,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,8,"PR","Cornélio Procópio","> 34Mbps",500,"FTTH","Fibra","Pessoa Jurídica","INTERNET",8,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","> 34Mbps",100,"FTTB","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","12Mbps a 34Mbps",16,"FTTH","Cabo Coaxial","Pessoa Física","INTERNET",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","> 34Mbps",700,"FTTH","Fibra","Pessoa Física","INTERNET",141,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,2,"PR","Cornélio Procópio","2Mbps a 12Mbps",2.048,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",19,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","> 34Mbps",750,"Wi-Fi","Rádio","Pessoa Física","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","> 34Mbps",750,"FTTH","Fibra","Pessoa Física","INTERNET",17,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",1024,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","> 34Mbps",200,"FTTH","Fibra","Pessoa Jurídica","INTERNET",7,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","> 34Mbps",500,"FTTH","Fibra","Pessoa Jurídica","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","> 34Mbps",40,"FTTH","Fibra","Pessoa Física","INTERNET",7,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"ETHERNET","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","> 34Mbps",240,"FTTH","Fibra","Pessoa Jurídica","INTERNET",8,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","> 34Mbps",1632,"FTTH","Rádio","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.39063,"ADSL1","Cabo Metálico","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,8,"PR","Cornélio Procópio","> 34Mbps",155,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","> 34Mbps",80,"FTTH","Cabo Coaxial","Pessoa Física","INTERNET",13,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","12Mbps a 34Mbps",15,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",23,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"VSAT","Satélite","Pessoa Jurídica","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","> 34Mbps",100,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","> 34Mbps",40,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","512kbps a 2Mbps",0.58594,"ADSL1","Cabo Metálico","Pessoa Física","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"ETHERNET","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","> 34Mbps",900,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",700,"FTTH","Fibra","Pessoa Física","INTERNET",9,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","> 34Mbps",788,"FTTH","Fibra","Pessoa Física","INTERNET",58,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","> 34Mbps",250,"FTTH","Fibra","Pessoa Física","INTERNET",7,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","> 34Mbps",600,"FTTH","Fibra","Pessoa Jurídica","INTERNET",15,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",23,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","> 34Mbps",155,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,8,"PR","Cornélio Procópio","2Mbps a 12Mbps",10.24,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","> 34Mbps",450,"FTTH","Fibra","Pessoa Física","INTERNET",67,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,2,"PR","Cornélio Procópio","> 34Mbps",4320,"FTTH","Cabo Coaxial","Pessoa Física","INTERNET",3503,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,2,"PR","Cornélio Procópio","12Mbps a 34Mbps",25,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","> 34Mbps",600,"FTTH","Fibra","Pessoa Física","INTERNET",289,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","> 34Mbps",400,"FTTH","Fibra","Pessoa Jurídica","INTERNET",86,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","12Mbps a 34Mbps",25,"FTTH","Fibra","Pessoa Física","INTERNET",23,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.01875,"HDSL","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",6,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",8,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",7,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","12Mbps a 34Mbps",16,"FTTH","Cabo Coaxial","Pessoa Física","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","2Mbps a 12Mbps",2.048,"VSAT","Satélite","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","12Mbps a 34Mbps",32,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","> 34Mbps",100,"VSAT","Satélite","Pessoa Física","INTERNET",22,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","> 34Mbps",1760,"FTTH","Fibra","Pessoa Jurídica","INTERNET",30,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.064,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",7,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","> 34Mbps",160,"FTTH","Cabo Coaxial","Pessoa Jurídica","INTERNET",5,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",40,"FTTH","Cabo Coaxial","Pessoa Física","INTERNET",28,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,2,"PR","Cornélio Procópio","512kbps a 2Mbps",1,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","> 34Mbps",630,"FTTH","Fibra","Pessoa Física","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","> 34Mbps",350,"FTTH","Fibra","Pessoa Física","INTERNET",18,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","> 34Mbps",630,"FTTH","Fibra","Pessoa Jurídica","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","> 34Mbps",500,"FTTH","Fibra","Pessoa Jurídica","INTERNET",72,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","> 34Mbps",1000,"FTTH","Fibra","Pessoa Física","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","2Mbps a 12Mbps",4,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","> 34Mbps",750,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","12Mbps a 34Mbps",25,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","> 34Mbps",300,"FTTH","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","> 34Mbps",100,"FTTH","Fibra","Pessoa Jurídica","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","> 34Mbps",40,"FTTH","Cabo Coaxial","Pessoa Física","INTERNET",30,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",5,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","> 34Mbps",160,"FTTH","Cabo Coaxial","Pessoa Física","INTERNET",6,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,8,"PR","Cornélio Procópio","> 34Mbps",5000,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","12Mbps a 34Mbps",24,"FTTH","Rádio","Pessoa Física","INTERNET",21,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","> 34Mbps",700,"FTTH","Fibra","Pessoa Física","INTERNET",10,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,8,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"VSAT","Satélite","Pessoa Física","INTERNET",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,8,"PR","Cornélio Procópio","2Mbps a 12Mbps",12,"Wi-Fi","Rádio","Pessoa Física","INTERNET",16,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"FTTH","Fibra","Pessoa Física","INTERNET",18,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","> 34Mbps",448,"FTTH","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",50,"VSAT","Satélite","Pessoa Física","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,8,"PR","Cornélio Procópio","12Mbps a 34Mbps",15,"VSAT","Satélite","Pessoa Física","INTERNET",8,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","> 34Mbps",200,"FTTH","Fibra","Pessoa Física","INTERNET",545,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","> 34Mbps",505,"FTTH","Fibra","Pessoa Física","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"VSAT","Satélite","Pessoa Física","INTERNET",10,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"VSAT","Satélite","Pessoa Física","INTERNET",11,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","2Mbps a 12Mbps",5,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",15,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","> 34Mbps",500,"FTTH","Fibra","Pessoa Física","INTERNET",589,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",50,"FTTH","Fibra","Pessoa Física","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","> 34Mbps",1632,"FTTH","Rádio","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,8,"PR","Cornélio Procópio","> 34Mbps",10240,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,2,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"FTTH","Fibra","Pessoa Física","INTERNET",120,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"VSAT","Satélite","Pessoa Física","INTERNET",10,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","> 34Mbps",350,"FTTH","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"DWDM","Fibra","Pessoa Jurídica","M2M",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",50,"FTTH","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,8,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",9,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","2Mbps a 12Mbps",5,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",15,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","> 34Mbps",128,"FTTH","Fibra","Pessoa Física","INTERNET",37,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,8,"PR","Cornélio Procópio","> 34Mbps",240,"FTTH","Rádio","Pessoa Física","INTERNET",6,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",300,"FTTH","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","12Mbps a 34Mbps",15.36,"DTH","Satélite","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,2,"PR","Cornélio Procópio","> 34Mbps",512,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",32,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,2,"PR","Cornélio Procópio","> 34Mbps",2640,"FTTH","Fibra","Pessoa Jurídica","INTERNET",31,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","> 34Mbps",102.4,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,1,"PR","Cornélio Procópio","12Mbps a 34Mbps",15,"FTTH","Fibra","Pessoa Física","INTERNET",5,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","> 34Mbps",600,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",100,"FTTH","Fibra","Pessoa Física","INTERNET",41,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","> 34Mbps",350,"FTTH","Fibra","Pessoa Física","INTERNET",30,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","> 34Mbps",1000,"Wi-Fi","Rádio","Pessoa Física","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","12Mbps a 34Mbps",32,"FTTH","Cabo Coaxial","Pessoa Física","INTERNET",8,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,8,"PR","Cornélio Procópio","12Mbps a 34Mbps",24,"FTTH","Rádio","Pessoa Física","INTERNET",31,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","12Mbps a 34Mbps",30.72,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","> 34Mbps",50,"FTTH","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","> 34Mbps",10240,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","> 34Mbps",100,"FTTH","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","> 34Mbps",60,"FTTH","Fibra","Pessoa Física","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","> 34Mbps",100,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","> 34Mbps",200,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","12Mbps a 34Mbps",32,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,2,"PR","Cornélio Procópio","2Mbps a 12Mbps",2.048,"ADSL1","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",8,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"ETHERNET","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"VSAT","Satélite","Pessoa Jurídica","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",120,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",60,"FTTH","Fibra","Pessoa Física","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,4,"PR","Cornélio Procópio","> 34Mbps",100,"FTTB","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","12Mbps a 34Mbps",15,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",11,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",680,"FTTH","Cabo Coaxial","Pessoa Física","INTERNET",79,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,8,"PR","Cornélio Procópio","12Mbps a 34Mbps",15,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,2,"PR","Cornélio Procópio","> 34Mbps",350,"FTTH","Fibra","Pessoa Física","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,9,"PR","Cornélio Procópio","> 34Mbps",600,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,2,"PR","Cornélio Procópio","> 34Mbps",10000,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,7,"PR","Cornélio Procópio","2Mbps a 12Mbps",8,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,5,"PR","Cornélio Procópio","> 34Mbps",315,"FTTH","Fibra","Pessoa Jurídica","INTERNET",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,6,"PR","Cornélio Procópio","> 34Mbps",550,"FTTH","Fibra","Pessoa Física","INTERNET",5,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2024,3,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"FR","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
