"Código.IBGE.Município","Ano","Mês","UF","Município","Faixa.de.Velocidade","Velocidade","Tecnologia","Meio.de.Acesso","Tipo.de.Pessoa","Tipo.de.Produto","Acessos","Municipio","AreaTerritorialkm22022","Populacaoresidentepessoas2022","Densidadedemograficahabkm22022","Escolarizacao6a14anos2010","IDHM2010","PIBpercapita2021"
4106407,2022,7,"PR","Cornélio Procópio","> 34Mbps",500,"FTTH","Fibra","Pessoa Física","INTERNET",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,7,"PR","Cornélio Procópio","> 34Mbps",66,"FTTH","Fibra","Pessoa Física","INTERNET",1190,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.064,"VSAT","Satélite","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,2,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.0625,"FR","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"FTTH","Fibra","Pessoa Jurídica","INTERNET",5,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,5,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"ADSL1","Cabo Metálico","Pessoa Física","INTERNET",126,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,9,"PR","Cornélio Procópio","> 34Mbps",400,"FTTH","Fibra","Pessoa Física","INTERNET",169,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"FR","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,5,"PR","Cornélio Procópio","12Mbps a 34Mbps",15,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",38,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,3,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",144,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","512kbps a 2Mbps",0.97656,"ADSL1","Cabo Metálico","Pessoa Física","INTERNET",114,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,10,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"FTTH","Fibra","Pessoa Física","INTERNET",31,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,7,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,1,"PR","Cornélio Procópio","2Mbps a 12Mbps",4,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,4,"PR","Cornélio Procópio","> 34Mbps",102.4,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,3,"PR","Cornélio Procópio","> 34Mbps",840,"FTTH","Fibra","Pessoa Física","INTERNET",176,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,5,"PR","Cornélio Procópio","12Mbps a 34Mbps",30,"ETHERNET","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,5,"PR","Cornélio Procópio","2Mbps a 12Mbps",8,"FTTH","Fibra","Pessoa Física","INTERNET",9,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,10,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"FR","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","2Mbps a 12Mbps",10.24,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","> 34Mbps",635,"FTTH","Fibra","Pessoa Física","INTERNET",232,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.00938,"HDSL","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",5,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,11,"PR","Cornélio Procópio","> 34Mbps",102.4,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,9,"PR","Cornélio Procópio","2Mbps a 12Mbps",4,"HDSL","Cabo Metálico","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,9,"PR","Cornélio Procópio","2Mbps a 12Mbps",2.048,"FWA","Rádio","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,5,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",135,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","512kbps a 2Mbps",0.512,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","> 34Mbps",450,"FTTH","Fibra","Pessoa Física","INTERNET",174,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,11,"PR","Cornélio Procópio","> 34Mbps",160,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,11,"PR","Cornélio Procópio","> 34Mbps",60,"FTTH","Fibra","Pessoa Física","INTERNET",7,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","> 34Mbps",650,"FTTH","Fibra","Pessoa Física","INTERNET",154,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,9,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.0625,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,11,"PR","Cornélio Procópio","2Mbps a 12Mbps",8,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",9,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,2,"PR","Cornélio Procópio","> 34Mbps",50,"ETHERNET","Fibra","Pessoa Jurídica","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",13,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,4,"PR","Cornélio Procópio","2Mbps a 12Mbps",5,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",22,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,10,"PR","Cornélio Procópio","2Mbps a 12Mbps",8,"FTTH","Fibra","Pessoa Física","INTERNET",5,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.0625,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,3,"PR","Cornélio Procópio","> 34Mbps",60,"FTTH","Fibra","Pessoa Física","INTERNET",10,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","2Mbps a 12Mbps",5,"FTTH","Fibra","Pessoa Física","INTERNET",83,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",7,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,10,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",9,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,1,"PR","Cornélio Procópio","12Mbps a 34Mbps",24,"FTTH","Fibra","Pessoa Física","INTERNET",95,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","12Mbps a 34Mbps",30,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,7,"PR","Cornélio Procópio","> 34Mbps",200,"FTTH","Fibra","Pessoa Física","INTERNET",20,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","> 34Mbps",50,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"VSAT","Satélite","Pessoa Física","INTERNET",5,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,11,"PR","Cornélio Procópio","> 34Mbps",600,"FTTH","Fibra","Pessoa Física","INTERNET",164,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","2Mbps a 12Mbps",8,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,3,"PR","Cornélio Procópio","512kbps a 2Mbps",1.95313,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",17,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,11,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.064,"VSAT","Satélite","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,5,"PR","Cornélio Procópio","> 34Mbps",50,"ETHERNET","Fibra","Pessoa Jurídica","INTERNET",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","12Mbps a 34Mbps",25,"FTTH","Fibra","Pessoa Física","INTERNET",39,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","12Mbps a 34Mbps",15,"FTTH","Fibra","Pessoa Física","INTERNET",7,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","12Mbps a 34Mbps",15,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",40,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,2,"PR","Cornélio Procópio","12Mbps a 34Mbps",26.25,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",7,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,9,"PR","Cornélio Procópio","2Mbps a 12Mbps",4.096,"FTTH","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,11,"PR","Cornélio Procópio","> 34Mbps",220,"FTTH","Fibra","Pessoa Física","INTERNET",727,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,1,"PR","Cornélio Procópio","2Mbps a 12Mbps",4.88281,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",57,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,11,"PR","Cornélio Procópio","> 34Mbps",150,"FTTH","Fibra","Pessoa Física","INTERNET",804,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","> 34Mbps",100,"FTTH","Fibra","Pessoa Jurídica","INTERNET",17,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","12Mbps a 34Mbps",26.25,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",5,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","> 34Mbps",40,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,5,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",14,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,9,"PR","Cornélio Procópio","2Mbps a 12Mbps",3,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,3,"PR","Cornélio Procópio","2Mbps a 12Mbps",2.048,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",36,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,2,"PR","Cornélio Procópio","> 34Mbps",132,"FTTH","Fibra","Pessoa Jurídica","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,10,"PR","Cornélio Procópio","> 34Mbps",100,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",12,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,5,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.01875,"HDSL","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,7,"PR","Cornélio Procópio","> 34Mbps",100,"FTTH","Fibra","Pessoa Física","INTERNET",74,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.5,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","12Mbps a 34Mbps",22,"FTTH","Fibra","Pessoa Física","INTERNET",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","2Mbps a 12Mbps",2.048,"FWA","Rádio","Pessoa Jurídica","LINHA_DEDICADA",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","512kbps a 2Mbps",1,"DWDM","Fibra","Pessoa Jurídica","M2M",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,5,"PR","Cornélio Procópio","2Mbps a 12Mbps",2.048,"ADSL1","Cabo Metálico","Pessoa Jurídica","OUTROS",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,5,"PR","Cornélio Procópio","12Mbps a 34Mbps",30,"FTTH","Fibra","Pessoa Física","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","12Mbps a 34Mbps",16,"FTTH","Fibra","Pessoa Física","INTERNET",101,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","12Mbps a 34Mbps",25.6,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,7,"PR","Cornélio Procópio","2Mbps a 12Mbps",5,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,10,"PR","Cornélio Procópio","> 34Mbps",650,"FTTH","Fibra","Pessoa Física","INTERNET",153,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","> 34Mbps",75,"FTTH","Fibra","Pessoa Física","INTERNET",9,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,11,"PR","Cornélio Procópio","> 34Mbps",500,"FTTH","Fibra","Pessoa Jurídica","INTERNET",8,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,9,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.00469,"HDSL","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","> 34Mbps",201,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,10,"PR","Cornélio Procópio","2Mbps a 12Mbps",2.048,"ADSL1","Cabo Metálico","Pessoa Jurídica","OUTROS",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","> 34Mbps",730,"FTTH","Fibra","Pessoa Física","INTERNET",28,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","2Mbps a 12Mbps",4,"FTTH","Fibra","Pessoa Física","INTERNET",26,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","> 34Mbps",400,"FTTH","Fibra","Pessoa Física","INTERNET",155,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","2Mbps a 12Mbps",6,"VSAT","Satélite","Pessoa Física","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,4,"PR","Cornélio Procópio","12Mbps a 34Mbps",16,"FTTH","Fibra","Pessoa Física","INTERNET",7,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,2,"PR","Cornélio Procópio","> 34Mbps",60,"FTTH","Fibra","Pessoa Física","INTERNET",10,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,7,"PR","Cornélio Procópio","> 34Mbps",40,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,9,"PR","Cornélio Procópio","12Mbps a 34Mbps",15,"FTTH","Fibra","Pessoa Física","INTERNET",8,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,4,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",25,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,9,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"FTTH","Fibra","Pessoa Física","INTERNET",10,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,9,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.00117,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","> 34Mbps",40,"FTTH","Fibra","Pessoa Física","INTERNET",24,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","> 34Mbps",35,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.39063,"ADSL1","Cabo Metálico","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,7,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",47,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","2Mbps a 12Mbps",5,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",104,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","2Mbps a 12Mbps",2.048,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,2,"PR","Cornélio Procópio","2Mbps a 12Mbps",4,"HDSL","Cabo Metálico","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,2,"PR","Cornélio Procópio","> 34Mbps",60,"FTTH","Fibra","Pessoa Física","INTERNET",53,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","> 34Mbps",150,"FTTH","Fibra","Pessoa Física","INTERNET",862,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","> 34Mbps",56,"FTTH","Fibra","Pessoa Jurídica","INTERNET",3,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,2,"PR","Cornélio Procópio","> 34Mbps",400,"ETHERNET","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,9,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"ADSL2","Cabo Metálico","Pessoa Física","INTERNET",10,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,3,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"FTTH","Fibra","Pessoa Física","INTERNET",155,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,2,"PR","Cornélio Procópio","> 34Mbps",2578,"FTTH","Fibra","Pessoa Jurídica","INTERNET",73,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,7,"PR","Cornélio Procópio","0Kbps a 512Kbps",0.128,"TDMA","Satélite","Pessoa Jurídica","OUTROS",4,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,9,"PR","Cornélio Procópio","> 34Mbps",200,"FTTH","Fibra","Pessoa Física","INTERNET",126,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,6,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"FTTH","Fibra","Pessoa Física","INTERNET",38,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,3,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"ADSL1","Cabo Metálico","Pessoa Física","INTERNET",128,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,3,"PR","Cornélio Procópio","> 34Mbps",200,"FTTH","Fibra","Pessoa Física","INTERNET",200,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,3,"PR","Cornélio Procópio","2Mbps a 12Mbps",2.048,"ADSL1","Cabo Metálico","Pessoa Jurídica","LINHA_DEDICADA",14,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,11,"PR","Cornélio Procópio","12Mbps a 34Mbps",15,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",26,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,3,"PR","Cornélio Procópio","> 34Mbps",70,"FTTH","Fibra","Pessoa Física","INTERNET",27,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,7,"PR","Cornélio Procópio","2Mbps a 12Mbps",10,"ETHERNET","Fibra","Pessoa Jurídica","INTERNET",2,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,7,"PR","Cornélio Procópio","> 34Mbps",100.00001,"FTTH","Fibra","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","2Mbps a 12Mbps",5,"HDSL","Cabo Metálico","Pessoa Jurídica","INTERNET",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,7,"PR","Cornélio Procópio","12Mbps a 34Mbps",20,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",6,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,3,"PR","Cornélio Procópio","> 34Mbps",60,"FTTH","Fibra","Pessoa Física","INTERNET",55,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,3,"PR","Cornélio Procópio","> 34Mbps",4219,"FTTH","Fibra","Pessoa Jurídica","INTERNET",27,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","> 34Mbps",10000,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,11,"PR","Cornélio Procópio","> 34Mbps",10000,"FTTH","Fibra","Pessoa Jurídica","LINHA_DEDICADA",1,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","> 34Mbps",66,"FTTH","Fibra","Pessoa Jurídica","INTERNET",23,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,8,"PR","Cornélio Procópio","2Mbps a 12Mbps",5,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",10,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,11,"PR","Cornélio Procópio","2Mbps a 12Mbps",5,"ETHERNET","Fibra","Pessoa Jurídica","LINHA_DEDICADA",11,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",9,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,10,"PR","Cornélio Procópio","512kbps a 2Mbps",2,"FTTB","Fibra","Pessoa Jurídica","LINHA_DEDICADA",9,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
4106407,2022,12,"PR","Cornélio Procópio","2Mbps a 12Mbps",5,"ADSL2","Cabo Metálico","Pessoa Jurídica","INTERNET",20,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76
